,bookId,gsiId,gsiName,cuNames
246,-2086293921,5540295638,Guess the Logo,"['band searchmatch3', 'Searchbrandanswer', 'search5v1', 'Score Calculation for Intermediate level', 'Quiz Mode', 'brandsearch7', 'Intermediate Level', 'searchs', 'Intermediate Quiz', 'displaybeginnerresult', 'Score calculation', 'Search brandanswer', 'Welcome to Quiz ', 'SearchBrandAnswer', 'Register Student', 'Beginner level', 'searchbrandasnwer', 'Display My Score', 'calculate my score', 'DisplayScore', 'brand searchmatch6', 'Login ', 'brand search match2', 'search brand answer']"
247,903612356092,336880263347,OnChangeLogic8921,"['BasicOnChange8921', 'search reserved cu', 'DisplayOnChange8921']"
248,6374866311,596296447626,Quiz Master,"['search reserved cu', 'Choose Next Action', 'Userid_generator', 'DisplayLeaderBoardNew', 'create reserved cu', 'passdataforscore', 'DisplayBadgeForScore', 'CNA2', 'PickCriterias', 'Log_in', 'CNA1']"
249,4617660863,4734178155,Organizational security,"['Organizational security', 'Osdatabae', 'OS ID', 'search audit plan 900 0706', 'HTML CU OS', 'HTML OS AUDITEE', 'search spoc details', 'HTML OS AUDITOR', 'Send Email Reserved CU']"
250,570940159782,1632957236689,create_vendor_records0110,['create_res_0110']
251,1099874251842,1533988009029,LI or SU 0410,"['create reserved cu', 'search reserved cu', 'Show DB 0410']"
252,2308655686,5338085755,LensCreate,['ProfileCreate']
253,1704923815,5686995388,Agent Commission DB GSI,['Commission Reserve CU']
254,1099874251842,2114979752020,GRC Aggregation Dashboards,"['NSL HTML Template', 'inputs for ADagg', 'Aggregate Reserved CU', 'Choose_AD', 'ID2', 'CAD3', 'ID1', 'CAD2', 'CAD1', 'Display Overall Dashboard', 'ID3', 'Add up Scores and Percent extract', 'html backend IC']"
255,4617660863,3692937222,Spoc assigning process by Auditee Head,"['Select Specific Plan to Assign', 'Search Backend AH role', 'Basic Pass Data', 'Count of Not Assigned plans', 'SearchplanbyID', 'Default Pass Value 5', 'Store Assigning Data', 'Assigning spoc to plan', 'Default Pass Value 6', 'Inputs for AH Aggregation', 'HTMLAuditeeheadKPI', 'Derive Percentage AH', 'Count of Approved Audit Plans', 'Generate HTML AH Table', 'Enter AH Credentials', 'Cumulate Counts', 'DS1', 'Search Approved List of Plans', 'Default Pass Value 4', 'View AH KPI table', 'Department selects action', 'DS2', 'Count of Assigned plans', 'Update assigning status']"
256,-2086293921,6018579171,My Atlas,"['Select The Planet You want to Learn ', 'Student Database', 'Choose the Stars you want to know about', 'Login ', 'Welcome to Astronomy', 'Select What You want to learn']"
257,1869112909622,2042066162327,Nsl string 922,"['Capture values 922', 'NSL String Functions', 'view values 922']"
258,1633424829,-356392358,Allocate Inspector for Inspection,"['Allocate inspector', 'Send Email Reserved CU', 'Generate Internal Movement Request', 'No Material Movement', 'Enter Notification input for inspection movement', 'Search Storage Details', 'Generate Inspection  Internal Movement request email content', 'Enter Notification input for inspection allocation', 'Select Movement Requirement', 'Send Push Notification Reserved CU', 'Enter Inspection Request ID', 'Generate Inspection Allocation request email content', 'Generate Internal MovementRequest ID']"
259,348958343480,1716065477504,Movie Review App,"['View User Profile Movie Review', 'Your Updated Movie Reviews', 'User Log In Movie Review', 'Welcome to Movie Review Page', 'LMR1', 'RMR1', 'Movie Review Home Page', 'Your Review Log', 'MR1', 'RMR3', 'User Sign Up Movie Review', 'Write your movie review', 'User Login Page Movie Review', 'Find Your Review Log', 'search reserved cu', 'update reserved cu', 'Read Movie Reviews']"
260,5387065718,3467702196,Trip Planner,"['Flight_payment', 'Car_payment', 'SearchcarDetails', 'Searchtravelvideo', 'Emaildetails', 'TT1', 'machinemethod1905', 'Carbookingconfirmation', 'Send Email Reserved CU', 'testShow1105', 'PDFreport', 'Displaytravelvideo', 'Searchtraveldetails', 'Get instamojo payment details Reserved CU', 'machinesearchflight', 'machineentity', 'Searchflightdetails', 'Thankyou page', 'Travel_Search', 'Searchcarmachine', 'Displaycardetails', 'Hotel_Payment', 'Totalamountpayable', 'flightbookingconfirmation', 'Reportgeneration', 'Storetraveldetails', 'Login CU', 'TestURL', 'displaytraveldetails', 'Travel_details', 'TT', 'Displayflightdetails', 'Select_transportation', 'Travel_display', 'NSL DateTime Functions', 'onlinepayment1105']"
261,-2086293921,3619608120,Save the Environment,"['ChooseLearning', 'Reuse', 'ChapterTwo', 'Welcome Student', 'Recycle', 'ChapterOne', 'Reduce', 'Reuse Reduce and Recycle', 'Login ', 'Plants and Trees', 'ChapterThree']"
262,1860005524710,1247237214501,Volume Calculator,"['Mac VC CU2', 'NSL Decimal Number Functions', 'View Volume Of Cylinder', 'Mac VS CU2', 'Volume Of Cube', 'View Volume Of Cone', 'Mac VC CU1', 'Mac Vcone CU1', 'Volume Of Cylinder', 'View Volume Of Cube', 'Volume Of Cuboid', 'Volume Calculator CU', 'Volume Of Sphere', 'Mac VS CU3', 'View Volume Of Cuboid CU', 'Mac VS CU1', 'Mac Vcone CU2', 'Volume Of Cone', 'Mac Vcylinder CU2', 'Mac Vcylinder CU1', 'View Volume Of Sphere']"
263,1704923815,2732443584,Premium Recommendation GSI,['Premium reserve CU']
264,5387065718,3530461976,My Gsi,"['YourProducts', 'My brand', 'searchByBrand', 'searchByDiscount', 'searchByName', 'ChooseSearchBy', 'GenerateID']"
265,3802653103,2750882463,Be Safe ,"['Alert sms', 'Welcome ', 'PostTravelDetails', 'Post travel display ', 'Post travel', 'Select your next step', 'dailytravelsdisplay', 'Post travel search', 'Static info', 'StaticInformation', 'Register information', 'DailyTravels', 'NSL_smsReservedCu', 'NSL String Functions', 'daily travels search ', 'DailyTravelDetails', 'Login ', 'Display']"
266,3579802387,4937517039,Generate Pin,"['Correct OTP', 'Please Enter OTP', 'NSL_smsReservedCu', 'Verify OTP', 'Incorrect OTP', 'OTP Message Generation For Pin Generation', 'OTP Generation']"
267,5387065718,2948526475,Mind Help V1,"['appointmentdetails', 'Send Email Reserved CU', 'Consultation ', 'Welcome user', 'Showurl', 'Getpaymentdetails', 'Confirmpayment', 'Get instamojo payment details Reserved CU', 'Selfhelp', 'Consultation details ', 'Self Help Videos', 'Displaydoc', 'Search Docid', 'bookingconfirm', 'SendConfirmation', 'Pincode and Specialisation ', 'Display consultant details', 'Register Student', 'proceedtopayment', 'Patientdetails', 'Login ']"
268,4617660863,1052761986287,Calculation of expenses,"['Addition cu', 'NSL DateTime Functions', 'search reserved cu', 'Choose Role1', 'display', 'summing total cost', 'Machinereserve', 'days calculation', 'Choose Role3', 'Choose Role', 'total cost', 'Choose Role2', 'Days Difference']"
269,570940159782,1529812524430,select_vendor_gsi0110,"['input_cu0110', 'Selection Reserved CU', 'display_vendor_0110']"
270,-644060957,1911427966,CUstomerREinstatement,"['Payment by credit card_', 'NSL_emailReservedCu', 'NSL_smsReservedCu', 'Payment by debit card_']"
271,1633424829,5450989647,Dispatch Notification and Generate Dispatch documents,"['RegisterChallanDetails', 'EnternotificationinputForChallan', 'Send Email Reserved CU', 'GenerateChallanTemplateForCustomer', 'GenerateChallanTemplateForInternal', 'Enter Sales Order ChallanDetails', 'TotalPriceAggregationInput', 'TotalValueWithTaxAggregationInput', 'TotalPriceAggregation', 'GenerateInvoiceTemplateForInternal', 'GenerateInvoiceTemplateForCustomer', 'Send Push Notification Reserved CU', 'EnternotificationinputForInvoice', 'TotalValueWithTaxAggregation', 'Generates Challan Sales Order ID', 'CaptureInvoiceAggregatedDetails']"
272,4617660863,1774467542948,AUDIT WEBEX MEETING,"['Capture Minute 03', 'Auditee head option', 'HTML Trigger 2', 'search reserved cu', 'Webex AD', 'Webex AS', 'ID 3', 'create reserved cu', 'Audit director', 'Loading webex Reserved CU', 'HTML_1', 'MailtoAD01', 'Dummyno', 'Choose type of Audit head', 'Webex ADO', 'NSL HTML Template', 'Send Email Reserved CU', 'Auditee SPOC']"
273,3579802387,3370026737,Save recipe video,['Save recipe video link']
274,677977564,24828015,Accounting for Share Application Refund,"['Create Debit Accounting Entry', 'Search Share application Refund Id', 'Create Credit Accounting Entry', 'Search Chart of Accounts']"
275,3860785691,5079604552,Student Database,['Student Database']
276,3860785691,5824001763,First Aid Database,['First Aid Data']
277,1183218792,-1504579746,Automated email generation FE504,"['Get Donor Details FE504', 'Send Email Reserved CU', 'Show Payment FE504', 'Payment confirmation FE504', 'Get instamojo payment details Reserved CU']"
278,2636028083,307421642628,Minutes Of the Meeting,"['Send Email Reserved CU', 'Do you want to mail the MOM', 'MOM3', 'View recorded MOM', 'MOM2', 'Home Page Minutes Of the Meeting', 'MOM1', 'Search MOM', 'Minutes Of the Meeting', 'Review your Mail']"
279,903612356092,697245224670,Related GSI 8921,['Related cu 2']
280,-2086293921,6220080427,My Atlas,"['Welcome to Astronomy', 'Know About the Planet', 'Know about Planet', 'Select The Planet You want to Learn ', 'Choose the Stars you want to know about', 'Select What You want to learn', 'Student Database', 'Login ']"
281,4617660863,3502428950,OS Approval by AD,"['search audit plan 900 0706', 'Final Approval of Organizational Security Checklist', 'Search Approval Organizational Security Database', 'HTMLAUDITDIRECTOR osfd', 'HTMLOSFAUDITOR', 'HTMLAUDITOR osfd', 'HTMLOSFAUDITEE', 'HTMLAUDITEE osfd', 'OS Approval Scenario', 'HTMLCONNECTOR CUOSFA', 'OS Disapproval Scenario', 'Send Email Reserved CU', 'Search OS database', 'search spoc details']"
282,-2086293921,5976866200,Answers,['Correct Answers']
283,5236398333,5980594290,AddToCartMA,"['OrderIdMA', 'ProductSearchMA', 'SearchItemMA', 'SearchFilterMA', 'ReviewSearchMA']"
284,-610070037,831725,Audit Director Approval,['Approval by Audit Dir 101120']
285,3684685582,3895570715,Track your Menstruation Cycle,"['TYMC1', 'Search previous Dates', 'Track your periods', 'View Previous Dates', 'ISTmachine', 'Input Start Date', 'Track your Menstruation Cycle', 'NSL DateTime Functions', 'View date']"
286,1704923815,3702756727,Health Insurance Policy Quote GSI,"['Policy doc initiation', 'Your eKYC', 'Macbmi2', 'KYC submission and verification', 'Submit enrollment', 'GST CU1', 'New enrollment', 'view Premium Summary', 'Existing customer access', 'Display payment path', 'Proposer info', 'Health ID card generator', 'Get instamojo payment details Reserved CU', 'GST CU3', 'Health card details', 'Your health ID card', 'GST CU2', 'Coverage Selection', 'Purchase summary', 'Policy purchase', 'BMI Evaluation', 'Nominee submission', 'Purchase channel info', 'New user access', 'Check your BMI', 'User access', 'NSL_AadharCardReservedCU', 'Policy doc generation', 'Policy doc issuance', 'Pend enrollment', 'Reconfirm the details for product recommendations', 'NSL_PancardReservedCU', 'Macbmi1']"
287,4617660863,5128180919,Audit initiation of assigning checklist,"['search audit plan 900 0706', 'Assign Checklists']"
288,1633424829,1960359637,Allocate Inspector for Inspection,"['Generate Inspection Allocation request email content', 'Enter Inspection Request ID', 'Allocate inspector', 'No Material Movement', 'Select Movement Requirement', 'Send Push Notification Reserved CU', 'Generate Internal MovementRequest ID', 'Search Storage Details', 'Enter Notification input for inspection allocation', 'Generate Inspection  Internal Movement request email content', 'Generate Internal Movement Request', 'Send Email Reserved CU', 'Enter Notification input for inspection movement']"
289,1860005524710,816872885424,Margin Calculator,"['Mac MC CU', 'Margin Calculator CU', 'View Margin Calculator CU']"
290,-2086293921,3423513744,Guide to Flora,"['Enter user login', 'Classification', 'Water and Soil', 'Life Span', 'OnBasisOf', 'SelectAction', 'YourPlant', 'SearchYourPlant']"
291,1440882322569,1520142352801,Maid Services,"['URL 2994', 'Checkout ', 'User Select Service', 'Get instamojo payment details Reserved CU', 'show 2994', 'CheckOut', 'Service Type']"
292,1860005524710,571181578438,Area Of Rectangular Plot GSI,"['View Area Of Rectangular Plot CU', 'Area Of Rectangular Plot CU']"
293,3579802387,6401624147,Save recipe video,"['Save recipe video link', 'View written Down recipe', 'View saved searched video links', 'Search saved video link']"
294,756132957,4696826031,Order Fulfilment By Farmers,"['ReportFor FarmersList', 'Enter Notification input for informing farmers', 'Adding Farmers for orderFulfilment', 'Capturing orderdetails', 'Generationof PO Number', 'Enter CropDetails']"
295,1183218792,-739806499,Automated email generation FE504,"['Provide Your Details', 'Show payment url v1', 'Get instamojo payment details Reserved CU']"
296,3043381987,5459163425,Pend Enrollment Access,"['NSL_emailReservedCu', 'Health arena details to customer', 'Accessing Visitor Details', 'Visitor Details Display', 'Quote Proposal Acceptance Path', 'Quote Proposal Non Acceptance Path']"
297,-644060957,1422264817,CUstomer REwrite,"['CCE Sends Payment Detail To Customer_2', 'NSL_emailReservedCu', 'Send whatsapp message Reserved CU', 'CCE receives request from customer_2', 'Rewrite Intiation_2', 'NSL_smsReservedCu', 'Customer Makes Payment_2', 'Debit Card Payments_2', 'Sms Confirmation After Payment_2']"
298,4617660863,5953475514,Audit Initiation Phase,"['Select Further Action', 'Send sms Reserved CU', 'Verify Backend', 'Search WIP Audit Plan', 'HTML Backend 5', 'Generate Updated HTML mail to Director', 'LS2', 'Send Push Notification Reserved CU', 'Login Details', 'Push Notification Backend 2', 'Generate an Audit ID', 'SMS backend 2', 'Update your Audit Plan', 'HTML backend 2', 'FA1', 'Login or Signup', 'Log In', 'SMS backend', 'Create an Audit Plan', 'Send Email Reserved CU', 'Generate HTML audit plan to auditor', 'HTML backend', 'Sign up details', 'HTML Backend 4', 'FA3', 'Push Notification Backend', 'generate updated plan to auditor', 'FA2', 'LS1', 'Generate HTML mail to Director', 'Search Previous Plan']"
299,570940159782,224902637604,create_vendor_records0110,['create_res_0110']
300,1981736914,-1343367177,Customer Portal GSI,"['Intiatecallback_', 'Auto Pay Registration', 'Customer Pays Premium', 'CustomerHelpDesk_', 'Customer Buys Quote', 'ProvidingServicesToCustomer', 'Customer Accessing Portal', 'Customer Menu Options', 'CustomerProfile_']"
301,4617660863,5996505032,Audit Initiation of assigning Checklist,"['search audit plan 900 0706', 'Assigning of Checklists']"
302,903612356092,1203886025148,LogicDD1 8921,['LogicDD1']
303,-610070037,-1661822390,New Plan Details 101120,['New PLAN 101120']
304,3751601345,4587780859,Audit Plans Details Initiation 2804,"['Html cu2804', 'HTML 2804 template', 'Auto Audit ID ', 'Send Email Reserved CU', 'Audit Planning 2804']"
305,-2086293921,5232952759,Potterhead Wars Patronum,"['PHWP_searchmach1', 'Beginnersquizanswers', 'Advancedquizanswers', 'PHWB_searchmach4', 'DisplayPROMachine', 'BeginnersPool', 'Selectlevelofdifficulty', 'Displayanswers', 'PHWP_searchmach4', 'PROpool', 'PHWA_searchmach1', 'Initiate Quiz', 'PHWB_question2search', 'DisplayAdvancedMachine', 'PHWA_searchmach4', 'AdvancedPool', 'PHWP_searchmach3', 'PHWA_searchmach2', 'alternatemach03', 'PHWB_machsearch5', 'PHWP_searchmach2', 'PHWA_searchmach3', 'PHWP_searchmach5', 'PHWB_searchmach3', 'Badgesearchmachine', 'alternatemach02', 'Badgeobtainedandscore', 'PROquizanswers', 'PHWB_searchmach1', 'PHWA_searchmach5', 'alternatemach01']"
306,4617660863,3814218838,Update Issue Capa for Public procurement procedure,"['Update Issue and CAPA database', 'HTML UPDATE CU', 'HTMLAUDITORUPDATE', 'Search Public Procurement Procedure', 'search audit plan 900 0706', 'HTMLAUDITEEUPDATE', 'search spoc details', 'Send Email Reserved CU']"
307,4617660863,4035865767,Update Issue Capa for Public procurement procedure,"['Update Issue and CAPA database', 'HTML UPDATE CU', 'HTMLAUDITORUPDATE', 'HTMLAUDITEEUPDATE', 'Search Public Procurement Procedure', 'search audit plan 900 0706', 'search spoc details', 'Send Email Reserved CU']"
308,-644060957,-1332553262,HelpDesk,"['CustomerHelpDesk_', 'Intiatecallback_']"
309,4617660863,5533798900,Audit Director Approval for Checklists,"['OS Alternate path', 'Enter Approve ID', 'PPP Alternate path', 'Select Checklist for Approval']"
310,2636028083,1159647054806,Minutes Of the Meeting,"['Review your Mail', 'Home Page Minutes Of the Meeting', 'MOM1', 'View recorded MOM', 'Do you want to mail the MOM', 'MOM3', 'Send Email Reserved CU', 'MOM2', 'Minutes Of the Meeting', 'Search MOM']"
311,3182492403,1740260415217,Direct Donate Link for Covid,"['NGO_CR_search', 'NGO_ CR_View']"
312,5387065718,2679805280,My Colony Management,"['UpdateVisitorsInformation', 'UserLogin', 'InputData', 'UpdateMaintenenceDetails', 'UpdateDetails', 'SendCirculars', 'ChooseActionToPerform', 'LoginAs', 'AdminLogin', 'SearchResident', 'Generate Vendor Id', 'Login ', 'UpdateResidentData']"
313,-644060957,1345848764,Customer_policy reinstatement,"['Send whatsapp message Reserved CU', 'NSL_smsReservedCu', 'Payment by debit card_', 'NSL_emailReservedCu', 'Payment by credit card_']"
314,-2090381386,5609065510,CustomerMasterModify,"['recordCustomerDetails', 'UpdateRevisionCountbyName', 'modifyCustomerDtailsCriteria', 'BeginSearchWithCustomerName', 'BeginSearchWithProductID', 'searchCustomerWithID', 'searchCustomerWithName', 'UpdateCustomerDetailsWithID', 'UpdateCustomerDetailsWithName']"
315,1183218792,-602402863,Automated email generation FE504,"['Get Donor Details FE504', 'Show Payment FE504', 'Payment confirmation FE504', 'Get instamojo payment details Reserved CU', 'Email trigger MCu FE504']"
316,4617660863,1734552558169,Draft Audit Report,"['Date and Place', 'Auditee and Auditor Information', 'HTML Temp', 'Search Audit ID 3006', 'NSL Template Report', 'Display response', 'Send Email Reserved CU', 'Audit Opinion', 'HTML IAR', 'Generate Draft pdf', 'Key Audit Matters', 'Create Audit Report Database', 'View draft Report', 'search reserved cu', 'Generate Audit Report ID 3006']"
317,4617660863,2154109925,Organization Set up for Roles,"['Generate mail for Users', 'HTML Backend 7', 'Send sms Reserved CU', 'Set up Access for Users', 'Send Email Reserved CU', 'SMS Backend 7']"
318,-644060957,-1828696675,basic creation,['Customer Accessing Portal']
319,4617660863,6420978963,Approve Organizational Security,"['Approve organizational security', 'Search OS Database', 'HTML AOS CU', 'search audit plan 900 0706', 'Approve OS ID', 'HTML AUDIT DIRECTOR AOS', 'HTML AUDITOR AOS', 'Approve OS DATABASE', 'Send Email Reserved CU']"
320,4836697387,5027059389,Dependent_dropdown_practice_ak,['Dependent_dropdown_CU_practice_ak']
321,756132957,5913693082,Order Fulfillment Notification,"['Send Email Reserved CU', 'Generate Dispatch request email content', 'EnterNotificationInputForDispatchRequest', 'Update Sales OrderStatus', 'UpdateSalesOrderStatusInput', 'SearchSalesOrderDetails', 'Send Push Notification Reserved CU']"
322,-2086293921,2701963658,Guess the Logo,"['Display My Score', 'DisplayScore', 'calculate my score', 'brand searchmatch6', 'SearchBrandAnswer', 'Beginner level', 'Register Student', 'searchbrandasnwer', 'brand search match2', 'Login ', 'search brand answer', 'band searchmatch3', 'Intermediate Quiz', 'brandsearch7', 'Quiz Mode', 'searchs', 'Searchbrandanswer', 'Intermediate Level', 'Score Calculation for Intermediate level', 'search5v1', 'Score calculation', 'Welcome to Quiz ', 'Search brandanswer', 'displaybeginnerresult']"
323,-2011960269,89090120,Report Generation Final 271120,"['Spoc Search 241120', 'Plan details search 241120', 'Auditor Check 1 search 241120', 'Send Email Reserved CU']"
324,4617660863,1409933673713,SearchAuditWebex,"['DisplayCU', 'Choose type of Audit head', 'search reserved cu', 'Displaycu', 'Audit director', 'Auditee SPOC', 'Auditee head option']"
325,3860785691,3124396336,Ambulance Database,['Ambulance Database']
326,-610070037,-655796834,New Plan Details 101120,['New PLAN 101120']
327,3860785691,2908721047,Student Database,['Student Database']
328,-644060957,2007404247,customerportal_view,"['Customer Pays Premium', 'Customer Menu Options', 'Customer Accessing Portal', 'Select payment Method', 'CustomerProfile_', 'Intiatecallback_', 'Booking confirmation through sms', 'Auto Pay Registration', 'NSL_smsReservedCu', 'Customer Buys Quote', 'ProvidingServicesToCustomer', 'CustomerHelpDesk_']"
329,1869112909622,154667072055,onchangesearcg_logic922,"['logic_cu_922', 'logic_cu2_922']"
330,348958343480,1833948332049,Movie Review App DB,"['Movie DB', 'Reviewed Movie DB', 'Review DB']"
331,-644060957,1570567344,Policy_Reinstatement,"['Sending email about lapsed policy', 'NSL_emailReservedCu']"
332,-1430105756,2036488608,Health Insurance Customer Portal,['CustomerProfile_']
333,4617660863,4504026934,Public Procurement procedure,"['HTML PPP IC 02', 'HTML PPP IC 01', 'Connector HTML CU 01', 'Database of PPP IC', 'Issue And CAPA for Public Procurement Procedure', 'ID Generator 900 01', 'search audit plan 900 0706', 'search spoc details', 'Send Email Reserved CU']"
334,1099874251842,1200562620227,Calculation of expenses,"['Days Difference', 'Addition cu', 'display', 'days calculation', 'summing total cost', 'total cost', 'search reserved cu', 'NSL DateTime Functions']"
335,348958343480,517315648851,Movie Review App,"['Read Movie Reviews', 'update reserved cu', 'search reserved cu', 'Find Your Review Log', 'User Login Page Movie Review', 'User Sign Up Movie Review', 'Write your movie review', 'MR1', 'RMR3', 'Your Review Log', 'Movie Review Home Page', 'LMR1', 'RMR1', 'Welcome to Movie Review Page', 'User Log In Movie Review', 'Your Updated Movie Reviews', 'View User Profile Movie Review']"
336,1704923815,264469543,Insurance Metrics GSI,"['Quarterly Metrics Data', 'Search Monthly Average Premium', 'Show The Metrics Data', 'Tsupporter']"
337,-2090381386,4471452876,CustomerMasterModify,"['recordCustomerDetails', 'UpdateRevisionCountbyName', 'modifyCustomerDtailsCriteria', 'BeginSearchWithCustomerName', 'BeginSearchWithProductID', 'searchCustomerWithID', 'searchCustomerWithName', 'UpdateCustomerDetailsWithID', 'UpdateCustomerDetailsWithName']"
338,570940159782,1892925740507,exception gsi2_0410,"['display ex cu2', 'ex cu1']"
339,-644060957,698380002,CustomerRewritePolicy,"['CCE Sends Payment Detail To Customer_2', 'NSL_emailReservedCu', 'CCE receives request from customer_2', 'NSL_smsReservedCu', 'Rewrite Intiation_2', 'Customer Makes Payment_2', 'Debit Card Payments_2', 'Sms Confirmation After Payment_2']"
340,4872940652,3509613294,Update My Property Status,"['Review and Update your Details', 'MCUSearchProperty', 'Update Your Property Details', 'MCUCOnsolidatePropInfo', 'Enter your Property Details', 'Thank you for Updating']"
341,1633424829,2258444980,Inspect Goods,"['Enter Inspection Report Details', 'Enter Inspection Request ID', 'Generate InspectionReport ID', 'Enter notification input for inspection report', 'Send Push Notification Reserved CU', 'Generate Inspection Report email content', 'Register Post Inspection Details', 'Send Email Reserved CU']"
342,2636028083,2653680982,Minutes Of the Meeting,"['Review your Mail', 'Home Page Minutes Of the Meeting', 'MOM1', 'View recorded MOM', 'Do you want to mail the MOM', 'MOM3', 'Send Email Reserved CU', 'MOM2', 'Minutes Of the Meeting', 'Search MOM']"
343,1704923815,4524542671,Health Insurance Policy Quote GSI,"['Policy doc initiation', 'Macbmi2', 'Your eKYC', 'KYC submission and verification', 'Submit enrollment', 'GST CU1', 'view Premium Summary', 'New enrollment', 'Existing customer access', 'Display payment path', 'Proposer info', 'Health ID card generator', 'GST CU3', 'Get instamojo payment details Reserved CU', 'Health card details', 'Your health ID card', 'Coverage Selection', 'GST CU2', 'Purchase summary', 'Policy purchase', 'Nominee submission', 'BMI Evaluation', 'Purchase channel info', 'New user access', 'Check your BMI', 'User access', 'NSL_AadharCardReservedCU', 'Policy doc generation', 'Policy doc issuance', 'Pend enrollment', 'Reconfirm the details for product recommendations', 'Macbmi1', 'NSL_PancardReservedCU']"
344,-2086293921,3973950436,Connecting Mentors,"['Information of Enrolled Students', 'Add to your Mentor list', 'Student Login Details', 'Welcome page ', 'Go on with the execution', 'Send Email Reserved CU', 'Find your Mentor ', 'Generate ID Card', 'Student Admission Card', 'Update Mentor List', 'Search Your Mentor', 'Student Directory', 'Please select your preferred subject', 'Look for your Mentor']"
345,-644060957,1900009145,customerreinstatement,"['NSL_smsReservedCu', 'Payment by debit card_', 'NSL_emailReservedCu', 'Payment by credit card_']"
346,-2086293921,5169422144,Librarymanagement,"['RaiseBorrowRequest', 'UpdateStatusofBorrowRequest', 'SendStatusNotificationtoStudent', 'Student Login', 'RaisingBookRequest', 'AddStudent', 'SearchForaBook', 'SendBookRequestNotification', 'Send Email Reserved CU', 'ViewDetailsOfBook', 'Add Books', 'Book Search', 'UpdatingBorrowRequest', 'TypeSelection', 'SelectionType']"
347,348958343480,838975022129,Movie Review App,"['update reserved cu', 'Read Movie Reviews', 'Find Your Review Log', 'search reserved cu', 'User Sign Up Movie Review', 'User Login Page Movie Review', 'Your Review Log', 'RMR3', 'MR1', 'Movie Review Home Page', 'Write your movie review', 'Welcome to Movie Review Page', 'RMR1', 'LMR1', 'View User Profile Movie Review', 'Your Updated Movie Reviews', 'User Log In Movie Review']"
348,4617660863,2110707054252,AUDIT WEBEX MEETING,"['create reserved cu', 'MailtoAD01', 'Audit director', 'HTML_1', 'Dummyno', 'Send Email Reserved CU', 'Webex ADO', 'NSL HTML Template', 'Auditee SPOC', 'Choose type of Audit head', 'Auditee head option', 'Capture Minute 03', 'HTML Trigger 2', 'Webex AS', 'search reserved cu', 'Webex AD', 'Loading webex Reserved CU', 'ID 3']"
349,-2086293921,5100910774,Solve the Riddles,"['Intermediate Level', 'BeginScore', 'Beginner Score', 'Beginner score', 'Question database Beginner', 'Score calculation', 'Beginscore', 'Welcome to Quiz ', 'Beginner level', 'DisplayScore', 'calculate my score', 'Login ', 'Question database Intermediate', 'Begin score']"
350,-2086293921,5411483857,Guess the Logo,"['brandsearch7', 'Quiz Mode', 'Score Calculation for Intermediate level', 'search5v1', 'Searchbrandanswer', 'Intermediate Level', 'Welcome to Quiz ', 'Search brandanswer', 'Score calculation', 'searchs', 'displaybeginnerresult', 'DisplayScore', 'calculate my score', 'brand searchmatch6', 'Display My Score', 'Login ', 'Register Student', 'SearchBrandAnswer', 'Beginner level', 'searchbrandasnwer', 'search brand answer', 'band searchmatch3', 'brand search match2', 'Intermediate Quiz']"
351,3579802387,5962166161,Write recipe,"['View written recipe', 'Write down Recipe_v1', 'View written Down recipe', 'Search Written Recipe_v1']"
352,4872940652,5916304730,Assign Audit Focus Area,"['UpdateInfoMCU', 'Assign Another Checklist', 'UpdateChecklistStatus', 'Unassigned ChecklistSearch', 'SearchTeamDetails', 'Select Auditor', 'DisplayChecklists', 'Assign Checklist', 'AuditPlan Search', 'Enter Audit ID', 'SearchChecklist', 'MCUUpdateAuditAssignmentData', 'MCUEmail', 'Send Email Reserved CU']"
353,-644060957,-397653948,customer_rewrite,"['Rewrite Intiation_2', 'NSL_smsReservedCu', 'Send whatsapp message Reserved CU', 'CCE receives request from customer_2', 'Customer Makes Payment_2', 'CCE Sends Payment Detail To Customer_2', 'NSL_emailReservedCu', 'Sms Confirmation After Payment_2', 'Debit Card Payments_2']"
354,570940159782,1714348877891,logicgsi_onfocus_0610,"['cu2_0610', 'cu1_0610']"
355,5236398333,4354983572,AddToCartMA,"['OrderIdMA', 'ProductSearchMA', 'SearchItemMA']"
356,-644060957,1330247447,Customerchoosesmenu,['Customer Menu Options']
357,1099874251842,2133643012972,LI or SU 0410,"['create reserved cu', 'Show DB 0410', 'search reserved cu']"
358,4617660863,942195014004,Budget cost estimation,"['Budget ID creation', 'Budget Details']"
359,903612356092,613440194558,Generate qrcode8921,"['NSL_GenerateQRCode', 'Get code details8921', 'CU details8921', 'Getdetails8921', 'NSL String Functions']"
360,-610070037,948258192,New Plan Details 101120,['New PLAN 101120']
361,1981736914,1858451861,policy_rewrite,"['Rewrite Intiation_2', 'NSL_smsReservedCu', 'CCE receives request from customer_2', 'Send whatsapp message Reserved CU', 'Customer Makes Payment_2', 'Email Confirmation After Payment_2', 'CCE Sends Payment Detail To Customer_2', 'NSL_emailReservedCu', 'Sms Confirmation After Payment_2', 'Debit Card Payments_2']"
362,4872940652,2411620085,Create Org Structure,"['Display Org ID', 'Enter Parent Org Details', 'CreateOrgID', 'Org Structure Status', 'StatusApprovalAuto']"
